objectid,x,y,lgd_state_,lgd_distri,pincode,schcd,schname,schmgt,schcat,schtype,rururb,school_cat,school_typ,stcode11,dtcode11,sdtcode11,sdtname,subdt_lgd,vilcode11,stname,dtname,vilname,management,location
90887,8928400.465,1465299.1931152344,33,568,600026,33020801813,KARTHIKEYAN MATRIC HR SEC SCHOOL,5,3,3,2,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,603, ,Mambalam,7165,803351,TAMIL NADU,Chennai,Alandur (M),Pvt. Unaided (Recognized),Urban
90910,8929107.566101074,1465340.4447021484,33,568,600026,33020801107,MGR PRIMARY SCH,4,1,3,2,Primary,Co-education,33,603, ,Mambalam,7165,803351,TAMIL NADU,Chennai,Alandur (M),Government Aided,Urban
91078,8928600.171691895,1465748.0496826172,33,568,600026,33020802604,GURUJI SRI MURALIDHARA SWAMIGAL MATRICULATION SCHOOL,5,6,3,2,Pr. Up Pr. and Secondary Only,Co-education,33,603, ,Mambalam,7165,803351,TAMIL NADU,Chennai,Alandur (M),Pvt. Unaided (Recognized),Urban
91117,8928622.436,1465800.5006713867,33,568,600093,33020801824,SRI CHILD FRUIT MATRIC,5,6,3,2,Pr. Up Pr. and Secondary Only,Co-education,33,603, ,Mambalam,7165,803351,TAMIL NADU,Chennai,Alandur (M),Pvt. Unaided (Recognized),Urban
91126,8928746.223,1465821.5266723633,33,568,600026,33020801832,Sri Child fruit N&P school,5,1,3,2,Primary,Co-education,33,603, ,Mambalam,7165,803351,TAMIL NADU,Chennai,Alandur (M),Pvt. Unaided (Recognized),Urban
92093,8928505.216125488,1468144.0913085938,33,568,600106,33020501702,GOOD HOPE MAT HSS,5,3,3,2,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,603, ,Aminjikarai,7161,,TAMIL NADU,Chennai, ,Pvt. Unaided (Recognized),Urban
92096,8928587.592712402,1468151.063,33,568,600106,33020500803,CMS ARUMBAKKAM,3,2,3,2,Primary with Upper Primary,Co-education,33,603, ,Aminjikarai,7161,,TAMIL NADU,Chennai, ,Local Body,Urban
92185,8928713.717712402,1468327.171081543,33,568,600106,33020501720,BHARATHI VIDHYA MANDHIR NURSERY AND PRIMARY SCHOOL,8,1,3,2,Primary,Co-education,33,603, ,Aminjikarai,7161,,TAMIL NADU,Chennai, ,Unrecognized,Urban
92191,8928713.383728027,1468334.713684082,33,568,600106,33020501707,AMBAL MATRICULATION SCHOOL,5,6,3,2,Pr. Up Pr. and Secondary Only,Co-education,33,603, ,Aminjikarai,7161,,TAMIL NADU,Chennai, ,Pvt. Unaided (Recognized),Urban
92193,8928838.729492188,1468336.1992797852,33,568,600106,33020501701,CMS MMDA I,3,2,3,2,Primary with Upper Primary,Co-education,33,603, ,Aminjikarai,7161,,TAMIL NADU,Chennai, ,Local Body,Urban
92370,8928926.337890625,1468865.5604858398,33,568,600040,33020500903,ANNA ADARSH MATRIC HR. SEC. SCHOOL,5,3,3,2,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,603, ,Aminjikarai,7161,,TAMIL NADU,Chennai, ,Pvt. Unaided (Recognized),Urban
92384,8928922.998291016,1468883.846130371,33,568,600106,33020500901,CPS NSK NAGAR,3,1,3,2,Primary,Co-education,33,603, ,Aminjikarai,7161,,TAMIL NADU,Chennai, ,Local Body,Urban
92731,8928869.564880371,1469755.8513183594,33,568,600040,33020500716,CSI JESSIE MOSES MAT. HR. SEC.SCHOOL,5,3,3,2,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,603, ,Aminjikarai,7161,,TAMIL NADU,Chennai, ,Pvt. Unaided (Recognized),Urban
92802,8928894.500488281,1469927.6270751953,33,568,600040,33020500706,GRACE MAT HSS,5,6,3,2,Pr. Up Pr. and Secondary Only,Co-education,33,603, ,Aminjikarai,7161,,TAMIL NADU,Chennai, ,Pvt. Unaided (Recognized),Urban
92933,8928666.406921387,1470197.921508789,33,568,600040,33020500720,CHINMAYA VIDYALAYA ANNA NAGAR,5,3,3,2,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,603, ,Aminjikarai,7161,,TAMIL NADU,Chennai, ,Pvt. Unaided (Recognized),Urban
93602,8928851.419921875,1471530.3455200195,33,568,600049,33020401518,JOHN WILLIAMS MATRICULATION SCHOOL,5,6,3,2,Pr. Up Pr. and Secondary Only,Co-education,33,603, ,Aminjikarai,7161,,TAMIL NADU,Chennai, ,Pvt. Unaided (Recognized),Urban
93660,8928502.211,1471647.3842773438,33,568,600049,33020401536,SABARE N & P SCHOOL,5,1,3,2,Primary,Co-education,33,603, ,Aminjikarai,7161,,TAMIL NADU,Chennai, ,Pvt. Unaided (Recognized),Urban
93712,8928641.693908691,1471778.3676757812,33,568,600049,33020401501,CMS VILLIVAKKAM,3,2,3,2,Primary with Upper Primary,Co-education,33,603, ,Ayanavaram,7163,,TAMIL NADU,Chennai, ,Local Body,Urban
93723,8928760.471923828,1471803.9700927734,33,568,600049,33020401512,SKDT HSS,4,5,3,2,Up. Pr. Secondary and Higher Sec,Co-education,33,603, ,Ayanavaram,7163,,TAMIL NADU,Chennai, ,Government Aided,Urban
93793,8928732.641906738,1471936.554321289,33,568,600049,33020401504,SKDT PRI.SCHOOL,4,1,3,2,Primary,Co-education,33,603, ,Ayanavaram,7163,,TAMIL NADU,Chennai, ,Government Aided,Urban
93816,8929020.291503906,1471963.6427001953,33,568,600082,33020401531,SRI SABHARI VIDYA MANDIR N & P SCHOOL,5,1,3,2,Primary,Co-education,33,603, ,Ayanavaram,7163,,TAMIL NADU,Chennai, ,Pvt. Unaided (Recognized),Urban
93837,8928552.638305664,1472030.8494873047,33,568,600049,33020401522,OUR  LADY OF VELANGANNI MAT HSS,5,3,3,2,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,603, ,Ayanavaram,7163,,TAMIL NADU,Chennai, ,Pvt. Unaided (Recognized),Urban
93860,8928422.061,1472101.1425170898,33,568,600049,33020401539,S. P . NURSERY&PRIMARY SCHOOL,5,1,3,2,Primary,Co-education,33,603, ,Ayanavaram,7163,,TAMIL NADU,Chennai, ,Pvt. Unaided (Recognized),Urban
93861,8928422.172,1472101.5996704102,33,568,600049,33020401508,SINGARAM PILLAI PRI SCH,4,1,3,2,Primary,Co-education,33,603, ,Ayanavaram,7163,,TAMIL NADU,Chennai, ,Government Aided,Urban
93874,8928580.802124023,1472123.6593017578,33,568,600049,33020401523,SINGARAM PILLAI MAT HSS,5,3,3,2,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,603, ,Ayanavaram,7163,,TAMIL NADU,Chennai, ,Pvt. Unaided (Recognized),Urban
93965,8928785.296081543,1472321.3950805664,33,568,600049,33020401520,SINGARAM PILLAI GIRLS HSS,4,5,2,2,Up. Pr. Secondary and Higher Sec,Girls,33,603, ,Ayanavaram,7163,,TAMIL NADU,Chennai, ,Government Aided,Urban
94106,8928794.980895996,1472589.1978759766,33,568,600049,33020401525,BALAR VIDYALAYA N & P  SCHOOL,5,1,3,2,Primary,Co-education,33,603, ,Ayanavaram,7163,,TAMIL NADU,Chennai, ,Pvt. Unaided (Recognized),Urban
94161,8928427.960510254,1472697.439880371,33,568,600049,33020401503,"GAWPS RAJAMANGALAM, SIDCO NGR",2,1,3,2,Primary,Co-education,33,603, ,Ayanavaram,7163,,TAMIL NADU,Chennai, ,Tribal Welfare Department,Urban
94479,8928361.948120117,1473319.5825195312,33,568,600099,33020401409,DOON NURSERY & PRIMARY SCHOOL,5,1,3,2,Primary,Co-education,33,603, ,Ayanavaram,7163,,TAMIL NADU,Chennai, ,Pvt. Unaided (Recognized),Urban
94509,8928498.203,1473341.3001098633,33,568,600099,33020401401,CPS SRINIVASA NAGAR,3,1,3,2,Primary,Co-education,33,603, ,Ayanavaram,7163,,TAMIL NADU,Chennai, ,Local Body,Urban
94518,8928626.221,1473355.8165283203,33,568,600099,33020401412,DON BOSCO MAT HSS,5,3,3,2,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,603, ,Ayanavaram,7163,,TAMIL NADU,Chennai, ,Pvt. Unaided (Recognized),Urban
94857,8928446.551,1474027.1248779297,33,568,600099,33020401433,THE TEMPLE-SCHOOL OF ENLIGHTENMENT,5,2,3,2,Primary with Upper Primary,Co-education,33,603, ,Ayanavaram,7163,,TAMIL NADU,Chennai, ,Pvt. Unaided (Recognized),Urban
95068,8928478.054321289,1474535.7891235352,33,589,600099,33011004309,"PADMA SEENIVASAN MEM VMS, MADHAVARAM",5,6,3,1,Pr. Up Pr. and Secondary Only,Co-education,33,603,05701,Mathavaram,5701,803337,TAMIL NADU,Chennai,Madavaram (M),Pvt. Unaided (Recognized),Rural
95299,8928772.716918945,1474982.735290527,33,589,600099,33011004206,"SRI SAKTHI NUR&PRI, NEW LAKSHMIPURAM",5,1,3,1,Primary,Co-education,33,603,05701,Mathavaram,5701,803337,TAMIL NADU,Chennai,Madavaram (M),Pvt. Unaided (Recognized),Rural
95314,8928802.773,1475038.7470703125,33,589,600099,33011004301,"MUN PS, LAKSHMIPURAM",3,1,3,1,Primary,Co-education,33,603,05701,Mathavaram,5701,803337,TAMIL NADU,Chennai,Madavaram (M),Local Body,Rural
95315,8928724.849487305,1475042.176513672,33,589,600099,33011004302,"MUN HSS, LAKSHMIPURAM",3,5,3,1,Up. Pr. Secondary and Higher Sec,Co-education,33,603,05701,Mathavaram,5701,803337,TAMIL NADU,Chennai,Madavaram (M),Local Body,Rural
95437,8928466.588317871,1475293.6586914062,33,589,600099,33011004306,"KINGS MATRIC SCHOOL, LAKSHMIPURAM",5,3,3,1,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,603,05701,Mathavaram,5701,803337,TAMIL NADU,Chennai,Madavaram (M),Pvt. Unaided (Recognized),Rural
95566,8928412.041687012,1475597.726928711,33,589,600099,33011000901,"Panchyath union primary school, PUTHAGARAM",1,1,3,1,Primary,Co-education,33,603,05701,Mathavaram,5701,803337,TAMIL NADU,Chennai,Madavaram (M),Department of Education,Rural
95805,8928548.297,1476239.0241088867,33,589,600066,33011000606,ST.CHARLES MATRIC,5,6,3,1,Pr. Up Pr. and Secondary Only,Co-education,33,603,05701,Mathavaram,5701,803337,TAMIL NADU,Chennai,Madavaram (M),Pvt. Unaided (Recognized),Rural
96352,8928413.711486816,1477828.0413208008,33,589,600066,33011004504,ST. PAUL'S MATRIC HR.SEC SCHOOL,5,3,3,1,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,603,05701,Mathavaram,5701,629187,TAMIL NADU,Chennai,Villakkupattu,Pvt. Unaided (Recognized),Rural
96485,8928620.431884766,1478148.1420898438,33,589,600066,33011004507,"ST JOHNS N&P, PUZHAL",5,1,3,1,Primary,Co-education,33,603,05701,Mathavaram,5701,629187,TAMIL NADU,Chennai,Villakkupattu,Pvt. Unaided (Recognized),Rural
96489,8928336.233276367,1478156.1447143557,33,589,600066,33011004505,ST ANTONY NUR&PRI,5,1,3,1,Primary,Co-education,33,603,05701,Mathavaram,5701,629187,TAMIL NADU,Chennai,Villakkupattu,Pvt. Unaided (Recognized),Rural
96603,8928836.837097168,1478459.1005249023,33,589,600066,33011004602,"JAIN VIDYAASHRAM, PUZHAL",5,3,3,1,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,603,05701,Mathavaram,5701,629187,TAMIL NADU,Chennai,Villakkupattu,Pvt. Unaided (Recognized),Rural
89535,8925774.103881836,1462422.8176879885,33,574,600089,33030507803,DR.MGR HOME AND HIGHER SECONDARY SCHOOL FOR THE SPEECH AND HEARING IMPAIRED MANAPAKKAM,4,3,3,2,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,603, ,Maduravoyal,5981,629176,TAMIL NADU,Chennai,Ramapuram (CT),Government Aided,Urban
89713,8925838.223876953,1462789.7041015625,33,589,600089,33010911504,"SIVANTHI MAT HSS,RAMAPURAM",5,3,3,2,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,603, ,Maduravoyal,5981,629176,TAMIL NADU,Chennai,Ramapuram (CT),Pvt. Unaided (Recognized),Urban
90128,8925804.494,1463541.5446777344,33,589,600089,33010911505,"PRS MATRICULATION SCHOOL , RAMAPURAM",5,6,3,2,Pr. Up Pr. and Secondary Only,Co-education,33,603, ,Maduravoyal,5981,629176,TAMIL NADU,Chennai,Ramapuram (CT),Pvt. Unaided (Recognized),Urban
90368,8925706.310302734,1463998.6005249023,33,589,600087,33010911403,"OUR ANGEL MAT HSS,VALASARAVAKKAM",5,3,3,2,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,603, ,Maduravoyal,5981,629176,TAMIL NADU,Chennai,Ramapuram (CT),Pvt. Unaided (Recognized),Urban
90577,8925798.928100586,1464472.8037109375,33,589,600087,33010911420,"KINDER LOUNGE N&P SCHOOL, VALASARAVAKKAM",5,1,3,2,Primary,Co-education,33,603, ,Maduravoyal,5981,803330,TAMIL NADU,Chennai,Valasaravakkam (M),Pvt. Unaided (Recognized),Urban
90594,8925958.337524414,1464516.2250976562,33,589,600089,33010911421,"ACHARIYA BALA SIKSHA MANDIR, JANAKI NAGAR",5,1,3,2,Primary,Co-education,33,603, ,Maduravoyal,5981,803330,TAMIL NADU,Chennai,Valasaravakkam (M),Pvt. Unaided (Recognized),Urban
90652,8925792.026306152,1464684.1981201172,33,589,600087,33010911402,"LAMECH HSS,VALASARAVAKKAM",4,3,3,2,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,603, ,Maduravoyal,5981,803330,TAMIL NADU,Chennai,Valasaravakkam (M),Government Aided,Urban
90790,8925939.747314453,1465064.7119140625,33,589,600087,33010911109,"ACHARIYA BALA SIKSHA MANDIR, RK NAGAR",5,1,3,2,Primary,Co-education,33,603, ,Maduravoyal,5981,803330,TAMIL NADU,Chennai,Valasaravakkam (M),Pvt. Unaided (Recognized),Urban
91189,8925917.371887207,1465976.594482422,33,589,600087,33010901103,JAYA NURSERY AND PRIMARY SCHOOL ALWARTHIRU NAGAR,5,1,3,2,Primary,Co-education,33,603, ,Maduravoyal,5981,629173,TAMIL NADU,Chennai,Nerkunram (CT),Pvt. Unaided (Recognized),Urban
91343,8925884.198913574,1466266.8491210938,33,589,600107,33010901011,"SRI SASTHA MS, NERKUNDRAM",5,3,3,2,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,603, ,Maduravoyal,5981,629173,TAMIL NADU,Chennai,Nerkunram (CT),Pvt. Unaided (Recognized),Urban
91349,8925750.17,1466279.4193115234,33,589,600107,33010901015,"MR MAT HSS, NERKUNDRAM",5,3,3,2,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,603, ,Maduravoyal,5981,629173,TAMIL NADU,Chennai,Nerkunram (CT),Pvt. Unaided (Recognized),Urban
